id,documentId,name,category,section,page,confidenceScore,confidenceLevel,extractedValue,correctedValue,highlightedText,versionId,attributeKey
attr-003--doc-001-v11,doc-001,"Total Contract Value",Financial,"Payment Terms",1,76,medium,"$160,000","","The total value of services under this Agreement shall not exceed One Hundred Sixty Thousand Dollars ($160,000) unless mutually agreed upon in writing by both parties.",doc-001-v11,attr-003
attr-003--doc-001-v12,doc-001,"Total Contract Value",Financial,"Payment Terms",1,76,medium,"$160,000","","The total value of services under this Agreement shall not exceed One Hundred Sixty Thousand Dollars ($160,000) unless mutually agreed upon in writing by both parties.",doc-001-v12,attr-003
attr-004--doc-001-v4,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v4,attr-004
attr-004--doc-001-v5,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v5,attr-004
attr-004--doc-001-v6,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v6,attr-004
attr-004--doc-001-v7,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v7,attr-004
attr-004--doc-001-v8,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v8,attr-004
attr-004--doc-001-v9,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v9,attr-004
attr-004--doc-001-v10,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v10,attr-004
attr-004--doc-001-v11,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v11,attr-004
attr-004--doc-001-v12,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v12,attr-004
attr-005--doc-001-v4,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v4,attr-005
attr-005--doc-001-v5,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v5,attr-005
attr-005--doc-001-v6,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v6,attr-005
attr-005--doc-001-v7,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v7,attr-005
attr-005--doc-001-v8,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v8,attr-005
attr-005--doc-001-v9,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v9,attr-005
attr-005--doc-001-v10,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v10,attr-005
attr-005--doc-001-v11,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v11,attr-005
attr-005--doc-001-v12,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v12,attr-005
attr-006--doc-001-v4,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v4,attr-006
attr-006--doc-001-v5,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v5,attr-006
attr-006--doc-001-v6,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v6,attr-006
attr-006--doc-001-v7,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v7,attr-006
attr-006--doc-001-v8,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v8,attr-006
attr-006--doc-001-v9,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v9,attr-006
attr-006--doc-001-v10,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v10,attr-006
attr-006--doc-001-v11,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v11,attr-006
attr-006--doc-001-v12,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v12,attr-006
attr-007--doc-001-v4,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v4,attr-007
attr-007--doc-001-v5,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v5,attr-007
attr-007--doc-001-v6,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v6,attr-007
attr-007--doc-001-v7,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v7,attr-007
attr-007--doc-001-v8,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v8,attr-007
attr-007--doc-001-v9,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v9,attr-007
attr-007--doc-001-v10,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v10,attr-007
attr-007--doc-001-v11,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v11,attr-007
attr-007--doc-001-v12,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v12,attr-007
attr-008--doc-001-v4,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v4,attr-008
attr-008--doc-001-v5,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v5,attr-008
attr-008--doc-001-v6,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v6,attr-008
attr-008--doc-001-v7,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v7,attr-008
attr-008--doc-001-v8,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v8,attr-008
attr-008--doc-001-v9,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v9,attr-008
attr-008--doc-001-v10,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v10,attr-008
attr-008--doc-001-v11,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v11,attr-008
attr-008--doc-001-v12,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,"","This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v12,attr-008
attr-009--doc-001-v4,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v4,attr-009
attr-009--doc-001-v5,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v5,attr-009
attr-009--doc-001-v6,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v6,attr-009
attr-009--doc-001-v7,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v7,attr-009
attr-009--doc-001-v8,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v8,attr-009
attr-009--doc-001-v9,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v9,attr-009
attr-009--doc-001-v10,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v10,attr-009
attr-009--doc-001-v11,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v11,attr-009
attr-009--doc-001-v12,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation","","This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v12,attr-009
attr-010--doc-001-v4,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v4,attr-010
attr-010--doc-001-v5,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v5,attr-010
attr-010--doc-001-v6,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v6,attr-010
attr-010--doc-001-v7,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v7,attr-010
attr-010--doc-001-v8,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v8,attr-010
attr-010--doc-001-v9,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v9,attr-010
attr-010--doc-001-v10,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v10,attr-010
attr-010--doc-001-v11,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v11,attr-010
attr-010--doc-001-v12,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v12,attr-010
attr-001--doc-001-v13,doc-001,"Contract Start Date",Dates,"Terms and Conditions",1,95,high,"January 1, 2024","January 1, 2024","This Agreement shall commence on January 1, 2024 (the ""Effective Date"") and shall continue for a period of twelve (12) months unless earlier terminated in accordance with the provisions herein.",doc-001-v13,attr-001
attr-002--doc-001-v13,doc-001,"Contract End Date",Dates,"Terms and Conditions",1,92,high,"December 31, 2024","December 31, 2024","The initial term of this Agreement shall expire on December 31, 2024, subject to renewal provisions outlined in Section 5.2.",doc-001-v13,attr-002
attr-003--doc-001-v13,doc-001,"Total Contract Value",Financial,"Payment Terms",1,76,medium,"$160,000","$220,000","The total value of services under this Agreement shall not exceed One Hundred Sixty Thousand Dollars ($160,000) unless mutually agreed upon in writing by both parties.",doc-001-v13,attr-003
attr-004--doc-001-v13,doc-001,"Payment Terms",Financial,"Payment Terms",1,88,high,"Net 45","net 60","Payment shall be due within forty-five (45) days of invoice receipt. Late payments shall accrue interest at a rate of 1.5% per month.",doc-001-v13,attr-004
attr-005--doc-001-v13,doc-001,"Governing Law",Legal,"General Provisions",1,98,high,"State of Delaware","","This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles.",doc-001-v13,attr-005
attr-006--doc-001-v13,doc-001,"Termination Notice Period",Terms,Termination,1,40,low,"30 days","30 days","Either party may terminate this Agreement upon providing written notice to the other party. The notice period and specific conditions are outlined in the attached Schedule A.",doc-001-v13,attr-006
attr-007--doc-001-v13,doc-001,"Liability Cap",Legal,"Limitation of Liability",1,72,medium,"$500,000","$500,000","In no event shall either party's aggregate liability exceed Five Hundred Thousand Dollars ($500,000), except in cases of gross negligence or willful misconduct.",doc-001-v13,attr-007
attr-008--doc-001-v13,doc-001,Auto-Renewal,Terms,"Terms and Conditions",1,35,low,Yes,Yes,"This Agreement shall automatically renew for successive one (1) year periods unless either party provides notice of non-renewal according to the procedures in Section 5.",doc-001-v13,attr-008
attr-009--doc-001-v13,doc-001,"Client Name",Parties,Parties,1,99,high,"Acme Corporation",ABC,"This Service Agreement (""Agreement"") is entered into by and between Acme Corporation, a Delaware corporation (""Client""), and Contract AI Solutions, Inc. (""Provider"").",doc-001-v13,attr-009
attr-010--doc-001-v13,doc-001,"Confidentiality Period",Legal,Confidentiality,1,85,high,"3 years","3 years","The confidentiality obligations set forth herein shall survive termination of this Agreement for a period of three (3) years.",doc-001-v13,attr-010
